,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
413,Oho-Chacon-2019-220-138_name-1,,Oho,Chacon-2019-220-138_name,piːpitana,piːpitana,p iː p i t a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p i p i t a n a,a i n p t
414,Kowaidakenai-Chacon-2019-220-138_name-1,,Kowaidakenai,Chacon-2019-220-138_name,ɽiːpitana,ɽiːpitana,ɽ iː p i t a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p i t a n a,a i n p r t
415,Dzawinai-Chacon-2019-220-138_name-1,,Dzawinai,Chacon-2019-220-138_name,ɽiːpitana,ɽiːpitana,ɽ iː p i t a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p i t a n a,a i n p r t
416,Moliwene-Chacon-2019-220-138_name-1,,Moliwene,Chacon-2019-220-138_name,ɽiːpitɐna,ɽiːpitɐna,ɽ iː p i t ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p i t a n a,a i n p r t
417,Hohoodene-Chacon-2019-220-138_name-1,,Hohoodene,Chacon-2019-220-138_name,ɽiːpitɐna,ɽiːpitɐna,ɽ iː p i t ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p i t a n a,a i n p r t
418,Tariana-Chacon-2019-220-138_name-1,,Tariana,Chacon-2019-220-138_name,ɾipitanaianʊka,ɾipitanaianʊka,ɾ i p i t a n a i a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p i t a n a i a n u k a,a i k n p r t u
419,Tariana-Chacon-2019-220-101_hear-1,,Tariana,Chacon-2019-220-101_hear,ãũhemãnipɛ,ãũhemãnipɛ,ã ũ h e m ã n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a* u* h e m a* n i p E,E a* e h i m n p u*
420,Kumadene2-Chacon-2019-220-101_hear-1,,Kumadene2,Chacon-2019-220-101_hear,hima,hima,h i m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a,a h i m
421,Dzawinai-Chacon-2019-220-101_hear-1,,Dzawinai,Chacon-2019-220-101_hear,hima,hima,h i m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a,a h i m
422,Kowaidakenai-Chacon-2019-220-101_hear-1,,Kowaidakenai,Chacon-2019-220-101_hear,himaka,himaka,h i m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a k a,a h i k m
423,Ehe-Chacon-2019-220-101_hear-1,,Ehe,Chacon-2019-220-101_hear,himaketi,himaketi,h i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a k e t i,a e h i k m t
424,Oho-Chacon-2019-220-101_hear-1,,Oho,Chacon-2019-220-101_hear,himaketi,himaketi,h i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m a k e t i,a e h i k m t
425,Aha-Chacon-2019-220-101_hear-1,,Aha,Chacon-2019-220-101_hear,himikada,himikada,h i m i k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m i k a d a,a d h i k m
426,Name-Chacon-2019-220-101_hear-1,,Name,Chacon-2019-220-101_hear,himiketi,himiketi,h i m i k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i m i k e t i,e h i k m t
427,Waliperi-Chacon-2019-220-101_hear-1,,Waliperi,Chacon-2019-220-101_hear,hjũmaka,hjũmaka,h j ũ m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h y u* m a k a,a h k m u* y
428,Moliwene-Chacon-2019-220-101_hear-1,,Moliwene,Chacon-2019-220-101_hear,iʰmɛ̃tsɯ,iʰmɛ̃tsɯ,i h m ɛ̃ ts ɯ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i h m E* ts u,E* h i m ts u
429,Hohoodene-Chacon-2019-220-101_hear-1,,Hohoodene,Chacon-2019-220-101_hear,wʰeːma,wʰeːma,wʰ eː m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,wh~ e m a,a e m wh~
430,Mauliene-Chacon-2019-220-101_hear-1,,Mauliene,Chacon-2019-220-101_hear,whiːmaka,whiːmaka,wʰ iː m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,wh~ i m a k a,a i k m wh~
431,Name-Chacon-2019-220-84_jungle-1,,Name,Chacon-2019-220-84_jungle,awakada,awakada,a w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a w a k a d a,a d k w
432,Aha-Chacon-2019-220-84_jungle-1,,Aha,Chacon-2019-220-84_jungle,awakada ~ awakadariko,awakada,a w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a w a k a d a,a d k w
433,Oho-Chacon-2019-220-84_jungle-1,,Oho,Chacon-2019-220-84_jungle,nawakada,nawakada,n a w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n a w a k a d a,a d k n w
434,Aha-Chacon-2019-220-136_mountain-1,,Aha,Chacon-2019-220-136_mountain,awakada,awakada,a w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a w a k a d a,a d k w
435,Ehe-Chacon-2019-220-136_mountain-1,,Ehe,Chacon-2019-220-136_mountain,awakada,awakada,a w a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a w a k a d a,a d k w
436,Kumadene2-Chacon-2019-220-136_mountain-1,,Kumadene2,Chacon-2019-220-136_mountain,hiːpana,hiːpana,h iː p a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a n a,a h i n p
437,Name-Chacon-2019-220-136_mountain-1,,Name,Chacon-2019-220-136_mountain,hiːpana,hiːpana,h iː p a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a n a,a h i n p
438,Tariana-Chacon-2019-220-136_mountain-1,,Tariana,Chacon-2019-220-136_mountain,hiapa,hiapa,h i a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i a p a,a h i p
439,Moliwene-Chacon-2019-220-136_mountain-1,,Moliwene,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
440,Hohoodene-Chacon-2019-220-136_mountain-1,,Hohoodene,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
441,Kowaidakenai-Chacon-2019-220-136_mountain-1,,Kowaidakenai,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
442,Oho-Chacon-2019-220-136_mountain-1,,Oho,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
443,Waliperi-Chacon-2019-220-136_mountain-1,,Waliperi,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
444,Dzawinai-Chacon-2019-220-136_mountain-1,,Dzawinai,Chacon-2019-220-136_mountain,hidzapa,hidzapa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
445,Mauliene-Chacon-2019-220-136_mountain-1,,Mauliene,Chacon-2019-220-136_mountain,hidzápa,hidzápa,h i dz a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i dz a p a,a dz h i p
446,Werekena-Chacon-2019-220-136_mountain-1,,Werekena,Chacon-2019-220-136_mountain,j̃apa,j̃apa,j̃ a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y* a p a,a p y*
447,Werekena-Chacon-2019-220-42_cold-1,,Werekena,Chacon-2019-220-42_cold,awinimi,awinimi,a w i n i m i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a w i n i m i,a i m n w
448,Dzawinai-Chacon-2019-220-42_cold-1,,Dzawinai,Chacon-2019-220-42_cold,haːpc,haːpc,h aː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e,a e h p
449,Aha-Chacon-2019-220-42_cold-1,,Aha,Chacon-2019-220-42_cold,hape,hape,h a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e,a e h p
450,Ehe-Chacon-2019-220-42_cold-1,,Ehe,Chacon-2019-220-42_cold,hape,hape,h a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e,a e h p
451,Oho-Chacon-2019-220-42_cold-1,,Oho,Chacon-2019-220-42_cold,hapedale,hapedale,h a p e d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e d a l e,a d e h l p
452,Kumadene2-Chacon-2019-220-42_cold-1,,Kumadene2,Chacon-2019-220-42_cold,hapeka,hapeka,h a p e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e k a,a e h k p
453,Name-Chacon-2019-220-42_cold-1,,Name,Chacon-2019-220-42_cold,haperrji,haperrji,h a p e r j i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p e r y i,a e h i p r y
454,Waliperi-Chacon-2019-220-42_cold-1,,Waliperi,Chacon-2019-220-42_cold,hapɛ,hapɛ,h a p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p E,E a h p
455,Moliwene-Chacon-2019-220-42_cold-1,,Moliwene,Chacon-2019-220-42_cold,hapɛdɛ,hapɛdɛ,h a p ɛ d ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p E d E,E a d h p
456,Mauliene-Chacon-2019-220-42_cold-1,,Mauliene,Chacon-2019-220-42_cold,hapɛkani,hapɛkani,h a p ɛ k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p E k a n i,E a h i k n p
457,Hohoodene-Chacon-2019-220-42_cold-1,,Hohoodene,Chacon-2019-220-42_cold,hapɛkɐni,hapɛkɐni,h a p ɛ k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p E k a n i,E a h i k n p
458,Tariana-Chacon-2019-220-42_cold-1,,Tariana,Chacon-2019-220-42_cold,hapɛmanʊka,hapɛmanʊka,h a p ɛ m a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a p E m a n u k a,E a h k m n p u
459,Kowaidakenai-Chacon-2019-220-42_cold-1,,Kowaidakenai,Chacon-2019-220-42_cold,iːniʐikani,iːniʐikani,iː n i ʐ i k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,i n i Z i k a n i,Z a i k n
460,Kumadene1-Chacon-2019-220-197_sun-1,,Kumadene1,Chacon-2019-220-197_sun,ɐhkoapejtɛ,ɐhkoapejtɛ,ɐ h k o a p e j t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a h k o a p e y t E,E a e h k o p t y
461,Name-Chacon-2019-220-197_sun-1,,Name,Chacon-2019-220-197_sun,heːri,heːri,h eː ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e r i,e h i r
462,Aha-Chacon-2019-220-197_sun-1,,Aha,Chacon-2019-220-197_sun,heri,heri,h e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e r i,e h i r
463,Kowaidakenai-Chacon-2019-220-197_sun-1,,Kowaidakenai,Chacon-2019-220-197_sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i,a i k m o
464,Mauliene-Chacon-2019-220-197_sun-1,,Mauliene,Chacon-2019-220-197_sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i,a i k m o
465,Oho-Chacon-2019-220-197_sun-1,,Oho,Chacon-2019-220-197_sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i,a i k m o
466,Waliperi-Chacon-2019-220-197_sun-1,,Waliperi,Chacon-2019-220-197_sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i,a i k m o
467,Dzawinai-Chacon-2019-220-197_sun-1,,Dzawinai,Chacon-2019-220-197_sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i,a i k m o
468,Moliwene-Chacon-2019-220-197_sun-1,,Moliwene,Chacon-2019-220-197_sun,kamoĩ,kamoĩ,k a m o ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i*,a i* k m o
469,Hohoodene-Chacon-2019-220-197_sun-1,,Hohoodene,Chacon-2019-220-197_sun,kamoĩ,kamoĩ,k a m o ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m o i*,a i* k m o
470,Ehe-Chacon-2019-220-197_sun-1,,Ehe,Chacon-2019-220-197_sun,kamui,kamui,k a m u i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a m u i,a i k m u
471,Tariana-Chacon-2019-220-197_sun-1,,Tariana,Chacon-2019-220-197_sun,keːɾi,keːɾi,k eː ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k e r i,e i k r
472,Werekena-Chacon-2019-220-197_sun-1,,Werekena,Chacon-2019-220-197_sun,patʃiaɽɔ,patʃiaɽɔ,p a tʃ i a ɽ ɔ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a tS i a r o,a i o p r tS
473,Kumadene1-Chacon-2019-220-50_day-1,,Kumadene1,Chacon-2019-220-50_day,ɐhkoapɪ,ɐhkoapɪ,ɐ h k o a p ɪ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a h k o a p i,a h i k o p
474,Tariana-Chacon-2019-220-50_day-1,,Tariana,Chacon-2019-220-50_day,ehkwapi,ehkwapi,e h kʷ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e h kw~ a p i,a e h i kw~ p
475,Aha-Chacon-2019-220-50_day-1,,Aha,Chacon-2019-220-50_day,haːlewiriko,haːlewiriko,h aː l e w i ɾ i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a l e w i r i k o,a e h i k l o r w
476,Name-Chacon-2019-220-50_day-1,,Name,Chacon-2019-220-50_day,haledaoka,haledaoka,h a l e d a o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a l e d a o k a,a d e h k l o
477,Kumadene2-Chacon-2019-220-50_day-1,,Kumadene2,Chacon-2019-220-50_day,hekoapi,hekoapi,h e k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e k o a p i,a e h i k o p
478,Mauliene-Chacon-2019-220-50_day-1,,Mauliene,Chacon-2019-220-50_day,hekoapi,hekoapi,h e k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e k o a p i,a e h i k o p
479,Ehe-Chacon-2019-220-50_day-1,,Ehe,Chacon-2019-220-50_day,hekuapi,hekuapi,h e k u a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e k u a p i,a e h i k p u
480,Oho-Chacon-2019-220-50_day-1,,Oho,Chacon-2019-220-50_day,hekuapi,hekuapi,h e k u a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h e k u a p i,a e h i k p u
481,Moliwene-Chacon-2019-220-50_day-1,,Moliwene,Chacon-2019-220-50_day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h E k o a p i,E a h i k o p
482,Hohoodene-Chacon-2019-220-50_day-1,,Hohoodene,Chacon-2019-220-50_day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h E k o a p i,E a h i k o p
483,Waliperi-Chacon-2019-220-50_day-1,,Waliperi,Chacon-2019-220-50_day,hɛkoapi,hɛkoapi,h ɛ k o a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h E k o a p i,E a h i k o p
484,Werekena-Chacon-2019-220-50_day-1,,Werekena,Chacon-2019-220-50_day,pɛpusi,pɛpusi,p ɛ p u s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p E p u s i,E i p s u
485,Kumadene1-Chacon-2019-220-183_sky-1,,Kumadene1,Chacon-2019-220-183_sky,ɐhkoapɪ,ɐhkoapɪ,ɐ h k o a p ɪ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,a h k o a p i,a h i k o p
486,Aha-Chacon-2019-220-183_sky-1,,Aha,Chacon-2019-220-183_sky,eːno,eːno,eː n o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o,e n o
487,Name-Chacon-2019-220-183_sky-1,,Name,Chacon-2019-220-183_sky,eːno,eːno,eː n o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o,e n o
488,Oho-Chacon-2019-220-183_sky-1,,Oho,Chacon-2019-220-183_sky,eːno,eːno,eː n o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o,e n o
489,Waliperi-Chacon-2019-220-183_sky-1,,Waliperi,Chacon-2019-220-183_sky,eːno,eːno,eː n o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o,e n o
490,Werekena-Chacon-2019-220-183_sky-1,,Werekena,Chacon-2019-220-183_sky,eːno,eːno,eː n o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o,e n o
491,Ehe-Chacon-2019-220-183_sky-1,,Ehe,Chacon-2019-220-183_sky,eːnoliku,eːnoliku,eː n o l i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o l i k u,e i k l n o u
492,Moliwene-Chacon-2019-220-183_sky-1,,Moliwene,Chacon-2019-220-183_sky,eːnoɽikɔɽ̥ʰɛ,eːnoɽikɔɽ̥ʰɛ,eː n o ɽ i k ɔ ɽʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o r i k o rh~ E,E e i k n o r rh~
493,Kumadene2-Chacon-2019-220-183_sky-1,,Kumadene2,Chacon-2019-220-183_sky,ejnu,ejnu,e j n u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e y n u,e n u y
494,Mauliene-Chacon-2019-220-183_sky-1,,Mauliene,Chacon-2019-220-183_sky,enoɽiko,enoɽiko,e n o ɽ i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,e n o r i k o,e i k n o r
495,Hohoodene-Chacon-2019-220-183_sky-1,,Hohoodene,Chacon-2019-220-183_sky,ɛːɳo,ɛːɳo,ɛː ɲ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,E 5 o,5 E o
496,Tariana-Chacon-2019-220-183_sky-1,,Tariana,Chacon-2019-220-183_sky,jenunĩ ~ eːnukʷa,jenunĩ,j e n u n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y e n u n i*,e i* n u y
497,Werekena-Chacon-2019-220-129_long-1,,Werekena,Chacon-2019-220-129_long,baɾɛderi,baɾɛderi,b a ɾ ɛ d e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,b a r E d e r i,E a b d e i r
498,Name-Chacon-2019-220-129_long-1,,Name,Chacon-2019-220-129_long,halipadali,halipadali,h a l i p a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a l i p a d a l i,a d h i l p
499,Aha-Chacon-2019-220-129_long-1,,Aha,Chacon-2019-220-129_long,halipanipha,halipanipha,h a l i p a n i pʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a l i p a n i ph~ a,a h i l n p ph~
500,Hohoodene-Chacon-2019-220-129_long-1,,Hohoodene,Chacon-2019-220-129_long,hanipadaɽi,hanipadaɽi,h a n i p a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a n i p a d a r i,a d h i n p r
501,Kumadene2-Chacon-2019-220-129_long-1,,Kumadene2,Chacon-2019-220-129_long,haɽipa,haɽipa,h a ɽ i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h a r i p a,a h i p r
502,Ehe-Chacon-2019-220-129_long-1,,Ehe,Chacon-2019-220-129_long,jaːpi,jaːpi,j aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a p i,a i p y
503,Kowaidakenai-Chacon-2019-220-129_long-1,,Kowaidakenai,Chacon-2019-220-129_long,japeapaɽi,japeapaɽi,j a p e a p a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a p e a p a r i,a e i p r y
504,Dzawinai-Chacon-2019-220-129_long-1,,Dzawinai,Chacon-2019-220-129_long,japi,japi,j a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a p i,a i p y
505,Waliperi-Chacon-2019-220-129_long-1,,Waliperi,Chacon-2019-220-129_long,japikʰaj,japikʰaj,j a p i kʰ a j,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a p i kh~ a y,a i kh~ p y
506,Tariana-Chacon-2019-220-129_long-1,,Tariana,Chacon-2019-220-129_long,liakawanĩpasi,liakawanĩpasi,l i a k a w a n ĩ p a s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a k a w a n i* p a s i,a i i* k l n p s w
507,Mauliene-Chacon-2019-220-129_long-1,,Mauliene,Chacon-2019-220-129_long,toɽoɽipukani,toɽoɽipukani,t o ɽ o ɽ i p u k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t o r o r i p u k a n i,a i k n o p r t u
508,Oho-Chacon-2019-220-129_long-1,,Oho,Chacon-2019-220-129_long,japidale,japidale,j a p i d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y a p i d a l e,a d e i l p y
509,Oho-Chacon-2019-220-58_dust-1,,Oho,Chacon-2019-220-58_dust,bitimepedale,bitimepedale,b i t i m e p e d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,b i t i m e p e d a l e,a b d e i l m p t
510,Hohoodene-Chacon-2019-220-58_dust-1,,Hohoodene,Chacon-2019-220-58_dust,hiːpai,hiːpai,h iː p a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p a i,a h i p
511,Mauliene-Chacon-2019-220-58_dust-1,,Mauliene,Chacon-2019-220-58_dust,híːpai,híːpai,h íː/iː p a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i i p a i,a h i p
512,Tariana-Chacon-2019-220-58_dust-1,,Tariana,Chacon-2019-220-58_dust,hiːpedupɛ,hiːpedupɛ,h iː p e d u p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,h i p e d u p E,E d e h i p u
513,Aha-Chacon-2019-220-58_dust-1,,Aha,Chacon-2019-220-58_dust,kaida ~ kaidakoa,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a,a d i k
514,Ehe-Chacon-2019-220-58_dust-1,,Ehe,Chacon-2019-220-58_dust,kaidakua,kaidakua,k a i d a k u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d a k u a,a d i k u
515,Kowaidakenai-Chacon-2019-220-58_dust-1,,Kowaidakenai,Chacon-2019-220-58_dust,kaidukoa,kaidukoa,k a i d u k o a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a i d u k o a,a d i k o u
516,Dzawinai-Chacon-2019-220-58_dust-1,,Dzawinai,Chacon-2019-220-58_dust,kapitadaɽi,kapitadaɽi,k a p i t a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k a p i t a d a r i,a d i k p r t
517,Name-Chacon-2019-220-58_dust-1,,Name,Chacon-2019-220-58_dust,limoko,limoko,l i m o k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i m o k o,i k l m o
518,Kumadene2-Chacon-2019-220-58_dust-1,,Kumadene2,Chacon-2019-220-58_dust,ɽimuku,ɽimuku,ɽ i m u k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i m u k u,i k m r u
519,Werekena-Chacon-2019-220-58_dust-1,,Werekena,Chacon-2019-220-58_dust,ɽipɛtseko,ɽipɛtseko,ɽ i p ɛ ts e k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E ts e k o,E e i k o p r ts
520,Kowaidakenai-Chacon-2019-220-87_full-1,,Kowaidakenai,Chacon-2019-220-87_full,biukani,biukani,b i u k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,b i u k a n i,a b i k n u
521,Hohoodene-Chacon-2019-220-87_full-1,,Hohoodene,Chacon-2019-220-87_full,paːkʰɐmɛ,paːkʰɐmɛ,p aː kʰ ɐ m ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m E,E a kh~ m p
522,Kumadene2-Chacon-2019-220-87_full-1,,Kumadene2,Chacon-2019-220-87_full,pakhame,pakhame,p a kʰ a m e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m e,a e kh~ m p
523,Dzawinai-Chacon-2019-220-87_full-1,,Dzawinai,Chacon-2019-220-87_full,pakhameka,pakhameka,p a kʰ a m e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m e k a,a e k kh~ m p
524,Waliperi-Chacon-2019-220-87_full-1,,Waliperi,Chacon-2019-220-87_full,pakʰamɛ,pakʰamɛ,p a kʰ a m ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m E,E a kh~ m p
525,Mauliene-Chacon-2019-220-87_full-1,,Mauliene,Chacon-2019-220-87_full,pakʰɐmɛkani,pakʰɐmɛkani,p a kʰ ɐ m ɛ k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m E k a n i,E a i k kh~ m n p
526,Moliwene-Chacon-2019-220-87_full-1,,Moliwene,Chacon-2019-220-87_full,pakʰɐmɛkɛ,pakʰɐmɛkɛ,p a kʰ ɐ m ɛ k ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a kh~ a m E k E,E a k kh~ m p
527,Werekena-Chacon-2019-220-87_full-1,,Werekena,Chacon-2019-220-87_full,pɛɾumiaɾi,pɛɾumiaɾi,p ɛ ɾ u m i a ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p E r u m i a r i,E a i m p r u
528,Tariana-Chacon-2019-220-87_full-1,,Tariana,Chacon-2019-220-87_full,setsamanukaɾia,setsamanukaɾia,s e ts a m a n u k a ɾ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,s e ts a m a n u k a r i a,a e i k m n r s ts u
529,Werekena-Chacon-2019-220-141_near-1,,Werekena,Chacon-2019-220-141_near,buɛhə,buɛhə,b u ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,b u E h 3,3 E b h u
530,Tariana-Chacon-2019-220-141_near-1,,Tariana,Chacon-2019-220-141_near,kidalipatuki,kidalipatuki,k i d a l i p a t u k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k i d a l i p a t u k i,a d i k l p t u
531,Oho-Chacon-2019-220-141_near-1,,Oho,Chacon-2019-220-141_near,tsoːmetsa,tsoːmetsa,ts oː m e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,ts o m e ts a,a e m o ts
532,Name-Chacon-2019-220-141_near-1,,Name,Chacon-2019-220-141_near,tsoːmi,tsoːmi,ts oː m i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,ts o m i,i m o ts
